Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,earnph,agesq
69754,905908493690056,March,NY,3097.7925,1395.34,40,44,1,,46,1,1,1,1,"Native, Born In US",NY,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,34.8835,2116
69817,986819350989305,March,NY,3793.7982,1899.23,40,44,1,,38,2,1,3,8,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,47.48075,1444
69820,996809050209304,March,NY,4069.4821,1576.92,35,44,1,2.0,32,1,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,45.054857142857145,1024
69842,57793560992493,March,NY,3656.8053,806.73,40,44,1,,37,2,1,2,10,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,20.16825,1369
69897,960967091531929,March,NY,4116.9196,884.0,45,44,1,,31,2,1,2,5,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,19.644444444444446,961
69938,308095203092651,March,NY,3457.83,1562.0,40,44,1,,48,2,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,39.05,2304
69939,308095203092651,March,NY,3457.83,1562.0,40,44,1,,47,2,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,39.05,2209
69974,956799610179307,March,NY,4287.1144,865.38,40,44,1,,34,2,1,1,2,"Native, Born In US",NY,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,21.6345,1156
70091,779950893360953,March,NC,3448.4551,1047.61,40,44,1,,42,2,1,3,3,"Native, Born In US",56,Elementary and secondary schools (6111),2320,Government - Local,No,Yes,Employed-At Work,1.0,1,26.19025,1764
70143,12399009700648,March,NC,3382.7118,1000.0,40,44,1,,39,2,1,2,3,"Native, Born In US",56,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,25.0,1521
70161,85233170995795,March,NC,3702.9624,1115.38,50,44,1,,55,1,1,0,0,"Native, Born In US",56,Elementary and secondary schools (6111),2320,Government - Local,No,Yes,Employed-At Work,1.0,0,22.3076,3025
70605,760982068135269,March,ND,603.2809,461.0,40,44,1,,30,2,7,0,0,"Native, Born In US",ND,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,11.525,900
70727,250300320800111,March,ND,403.5291,1684.21,55,44,1,,52,2,1,0,0,"Native, Born In US",ND,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,30.622,2704
70829,57843590994791,March,OH,3000.7833,865.38,60,44,1,,45,1,1,3,10,"Native, Born In US",OH,Elementary and secondary schools (6111),2320,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,14.423,2025
70834,69593590994494,March,OH,3384.8292,1250.0,35,44,1,,53,2,1,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,35.714285714285715,2809
70843,101904873895109,March,OH,3460.5703,1057.69,40,44,2,,44,2,5,0,0,"Native, Born In US",OH,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,1,26.44225,1936
70902,909729610289305,March,OH,3383.7011,1000.0,60,44,1,,33,2,1,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,16.666666666666668,1089
70948,999920902630953,March,OH,3212.8107,2200.0,40,44,1,,35,2,7,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2330,"Private, For Profit",No,No,Employed-Absent,1.0,1,55.0,1225
70983,93562091906594,March,OH,3253.7743,1538.0,40,44,1,,28,1,1,2,5,"Native, Born In US",OH,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,38.45,784
71049,250798097231799,March,OH,3266.2052,1057.0,40,46,2,,43,2,1,2,4,"Foreign Born, US Cit By Naturalization",OH,Hospitals (622),2340,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.425,1849
71051,260996098531539,March,OH,3084.2639,1000.0,40,44,1,,35,1,1,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2320,"Private, Nonprofit",Yes,,Employed-At Work,1.0,0,25.0,1225
71186,710296093631979,March,OH,3341.1968,2307.46,65,45,1,,55,1,1,0,0,"Native, Born In US",OH,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,0,35.49938461538461,3025
71228,909459350709303,March,OH,3076.8708,1230.76,50,44,1,,45,2,5,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.6152,2025
71229,909459350709303,March,OH,3032.3612,884.61,40,44,1,,39,2,7,0,0,"Native, Born In US",OH,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,22.11525,1521
71329,999860523650913,March,OH,3084.2639,1000.0,40,44,1,,36,1,1,2,8,"Native, Born In US",OH,Elementary and secondary schools (6111),2320,"Private, Nonprofit",Yes,,Employed-At Work,1.0,0,25.0,1296
71435,760996091231169,March,OH,2967.7519,769.23,40,46,1,,52,2,1,0,0,"Native, Born In US",OH,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.23075,2704
71451,979119610669302,March,OH,2858.2769,769.0,40,44,1,,46,2,1,0,0,"Native, Born In US",OH,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,19.225,2116
71539,92584100990693,March,OK,2486.9434,507.69,40,44,1,,44,2,2,1,3,"Native, Born In US",73,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.69225,1936
71558,304743095908594,March,OK,1559.1041,1666.66,40,46,2,,47,1,1,0,0,"Foreign Born, Not a US Citizen",73,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,41.6665,2209
71616,960039910529408,March,OK,1924.2764,507.0,40,44,1,,45,2,7,1,3,"Foreign Born, US Cit By Naturalization",73,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.675,2025
71660,140006933405393,March,OK,1899.6906,807.69,50,44,1,,47,2,1,0,0,"Native, Born In US",73,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,16.1538,2209
71799,629050930459440,March,OK,3951.014,634.61,40,44,6,,29,2,1,0,0,"Native, Born In US",73,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,15.86525,841
71847,11214110997494,March,OR,1870.5088,1384.61,50,44,1,,52,2,1,0,0,"Native, Born In US",92,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,27.6922,2704
71890,214637075906378,March,OR,2014.5915,1153.84,50,44,1,,43,1,1,3,3,"Native, Born In US",92,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,23.0768,1849
71901,305905604894181,March,OR,2164.6649,865.38,40,44,1,,29,2,7,0,0,"Native, Born In US",92,Elementary and secondary schools (6111),2300,Government - Local,Yes,,Employed-At Work,1.0,1,21.6345,841
71985,140100098315910,March,OR,1869.0443,784.61,45,44,1,,36,2,1,3,11,"Native, Born In US",92,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,17.43577777777778,1296
72125,981071966459500,March,OR,1688.7238,700.0,35,44,1,,63,2,1,0,0,"Native, Born In US",92,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,20.0,3969
72172,205109604104421,March,OR,1672.8326,1130.76,50,44,1,,49,1,1,0,0,"Native, Born In US",92,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,22.6152,2401
72253,560917097241679,March,OR,2200.6149,615.0,30,44,1,,34,2,7,0,0,"Native, Born In US",92,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,20.5,1156
72300,299330493800914,March,PA,4225.958,1596.15,40,44,2,,32,1,7,1,2,"Native, Born In US",PA,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,39.90375,1024
72340,554494439200345,March,PA,3856.8027,1192.3,46,44,2,,40,2,7,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2330,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.919565217391302,1600
72364,910499149200836,March,PA,2890.2838,1160.0,40,46,1,,29,1,7,0,0,"Foreign Born, Not a US Citizen",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,29.0,841
72450,140209912785166,March,PA,3204.5394,1730.76,40,44,1,,42,2,1,2,3,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,43.269,1764
72734,924285091903196,March,PA,3568.5289,865.38,40,44,1,,31,2,7,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,21.6345,961
72746,947082741419060,March,PA,2943.0224,1744.18,40,46,1,,38,2,1,2,3,"Native, Born In US",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,43.6045,1444
72754,952419710819402,March,PA,3204.5394,1744.0,40,46,1,,41,2,1,1,2,"Native, Born In US",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,43.6,1681
72767,992049150759405,March,PA,3510.2321,38.46,24,44,1,,28,2,1,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,1.6025,784
72782,23564520696194,March,PA,3457.3144,950.0,40,44,1,,30,2,1,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,23.75,900
72860,497911408037218,March,PA,3175.9859,1442.3,60,44,1,,55,1,1,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,24.038333333333334,3025
72886,701901184893472,March,PA,3343.8006,1192.3,40,44,1,,40,2,1,3,10,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,29.807499999999997,1600
72927,972389150399401,March,PA,3343.8006,673.07,24,44,1,,42,2,1,2,3,"Native, Born In US",PA,"Business, technical, and trade schools and training (6114, 6115)",2200,"Private, Nonprofit",No,Yes,Employed-At Work,1.0,1,28.044583333333335,1764
73102,244033041908175,March,RI,443.5261,1711.53,35,44,1,,59,1,5,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,48.90085714285714,3481
73186,805703844599374,March,RI,442.9031,1000.0,50,44,1,,29,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,20.0,841
73187,805703844599374,March,RI,505.6926,1211.53,50,46,1,,32,1,1,0,0,"Native, Born In US",RI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-Absent,1.0,0,24.2306,1024
73233,47144140990692,March,RI,437.6965,1634.61,40,44,1,,58,2,5,0,0,"Foreign Born, US Cit By Naturalization",RI,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,1,40.865249999999996,3364
73234,47144140990692,March,RI,408.0342,923.07,40,44,1,,29,2,7,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,23.07675,841
73334,455471329400866,March,RI,408.0342,1250.0,35,44,1,,29,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,35.714285714285715,841
73400,505101234103834,March,RI,399.1398,1153.0,50,44,1,,60,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,23.06,3600
73436,570945070741449,March,RI,396.6536,2884.61,60,46,1,,47,1,1,2,10,"Native, Born In US",RI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,48.07683333333333,2209
73438,601009014105224,March,RI,484.3413,1512.5,40,44,1,,44,1,1,2,6,"Native, Born In US",RI,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,0,37.8125,1936
73460,704739250357404,March,RI,424.0621,461.53,20,44,1,,53,2,1,1,4,"Native, Born In US",RI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.0765,2809
73851,714416800500114,March,SC,2596.7741,886.15,40,44,1,,37,2,1,1,3,"Native, Born In US",57,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,22.15375,1369
73900,55304561012408,March,SD,312.0656,769.23,50,44,1,,35,2,1,0,0,"Native, Born In US",SD,Elementary and secondary schools (6111),2330,Government - State,Yes,,Employed-At Work,1.0,1,15.3846,1225
73921,140609981829383,March,SD,364.3238,961.53,40,44,1,,61,2,1,0,0,"Native, Born In US",SD,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.038249999999998,3721
74306,400085006030741,March,TN,3347.9377,548.07,40,44,10,,41,2,1,3,4,"Native, Born In US",62,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,13.70175,1681
74328,674843005001000,March,TN,3062.8819,673.07,40,44,1,,46,2,1,4,10,"Native, Born In US",62,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,16.82675,2116
74562,640976090441449,March,TN,3208.5353,761.53,50,44,1,,57,2,1,0,0,"Native, Born In US",62,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,15.230599999999999,3249
74621,501004704103537,March,TN,2794.2987,841.26,40,44,1,,37,2,5,1,3,"Native, Born In US",62,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,21.0315,1369
74837,330487006241580,March,TX,3500.6454,798.46,40,44,1,,38,2,1,0,0,"Native, Born In US",74,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.9615,1444
74851,402095100085841,March,TX,3724.7262,1442.3,50,46,1,,49,1,1,3,8,"Foreign Born, Not a US Citizen",74,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,28.846,2401
74854,408015906041823,March,TX,4121.1181,1625.0,55,45,1,,48,2,1,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-Absent,1.0,1,29.545454545454547,2304
74946,540809977656257,March,TX,3951.2504,1096.15,40,44,1,,52,2,5,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-Absent,1.0,1,27.403750000000002,2704
75030,820690449060054,March,TX,3570.5319,830.76,40,44,1,,32,2,1,2,5,"Native, Born In US",74,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-Absent,1.0,1,20.769,1024
75106,921028994459200,March,TX,3216.6225,1000.0,40,44,1,1.0,45,2,1,2,4,"Native, Born In US",74,Elementary and secondary schools (6111),2300,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.0,2025
75116,935068705459870,March,TX,3609.2529999999997,1923.07,40,46,4,,39,2,1,0,0,"Foreign Born, Not a US Citizen",74,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,48.07675,1521
75274,101008324106758,March,TX,3735.9986,942.3,40,44,1,,32,2,1,3,12,"Native, Born In US",74,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,23.557499999999997,1024
75337,184674041901791,March,TX,3260.2148,826.92,55,44,1,1.0,40,2,1,1,3,"Native, Born in PR or US Outlying Area",74,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,15.03490909090909,1600
75508,658493378800625,March,TX,3858.7773,1200.0,50,44,2,,36,2,7,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.0,1296
75659,958269250309406,March,TX,3318.4567,761.53,40,44,1,,36,2,1,2,6,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-Absent,1.0,1,19.038249999999998,1296
75734,74774580694195,March,TX,2900.6535,807.69,50,44,1,,39,2,5,2,10,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,16.1538,1521
75997,201907084895269,March,UT,1904.1653,1346.15,40,46,1,,28,2,1,0,0,"Native, Born In US",87,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,33.65375,784
76022,989529010959409,March,UT,1928.6079,826.92,40,44,1,,29,1,1,5,11,"Native, Born In US",87,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,0,20.673,841
76161,717402500900139,March,UT,1834.3883,1403.84,40,46,1,,45,1,1,6,14,"Native, Born In US",87,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,35.096,2025
76182,860294001141270,March,UT,1428.4673,576.0,40,44,1,,62,2,1,0,0,"Native, Born In US",87,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,14.4,3844
76395,505961075001408,March,VT,314.0384,500.0,40,44,1,,45,2,1,0,0,"Native, Born In US",VT,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,12.5,2025
76491,912567114000897,March,VT,312.856,865.38,40,44,1,,57,1,7,0,0,"Native, Born In US",VT,Outpatient care centers (6214),2340,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,21.6345,3249
76496,920709510126503,March,VT,349.19300000000004,1190.47,30,44,1,,32,2,1,2,5,"Native, Born In US",VT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,39.68233333333333,1024
76550,79180010240955,March,VT,315.4638,2884.61,60,46,1,,49,1,1,0,0,"Native, Born In US",VT,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,1.0,0,48.07683333333333,2401
76551,79180010240955,March,VT,326.1995,2019.23,60,46,1,,46,2,1,0,0,"Native, Born In US",VT,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,1.0,1,33.65383333333333,2116
76573,120708091055409,March,VT,350.8066,500.0,40,44,1,,40,2,5,3,3,"Native, Born In US",VT,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,12.5,1600
76576,150007922901566,March,VT,299.0851,1120.0,40,46,1,,49,1,1,2,4,"Native, Born In US",VT,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.0,2401
76588,205140011906098,March,VT,338.6933,807.0,40,46,1,,53,2,6,0,0,"Native, Born In US",VT,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,1,20.175,2809
76638,762010795559200,March,VT,315.4638,1442.3,45,44,1,,45,1,1,1,1,"Native, Born In US",VT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,32.05111111111111,2025
76666,993040913559080,March,VT,321.1085,1346.15,45,46,1,,53,2,1,0,0,"Native, Born In US",VT,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,29.914444444444445,2809
76779,941499910239506,March,VA,3818.7779,900.0,40,44,1,,27,2,7,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,22.5,729
76822,36155510995198,March,VA,3279.4089,1115.38,40,44,1,,35,2,1,1,1,"Native, Born In US",54,Elementary and secondary schools (6111),2340,Government - Local,No,No,Employed-At Work,1.0,1,27.884500000000003,1225
76844,101004875105101,March,VA,3279.4089,1192.3,40,44,1,,39,2,1,2,3,"Native, Born In US",54,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,29.807499999999997,1521
77130,199840507600915,March,VA,3171.6154,913.0,45,44,1,,35,2,1,1,1,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,20.288888888888888,1225
77582,399580976070955,March,WA,2546.6884,1384.61,40,44,1,,60,2,1,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1.0,1,34.615249999999996,3600
77606,592945502026318,March,WA,2622.7449,923.07,60,44,1,1.0,39,2,7,0,0,"Foreign Born, Not a US Citizen",91,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,15.384500000000001,1521
77673,968004918559500,March,WV,1469.1701,865.0,40,45,1,,42,1,1,0,0,"Native, Born In US",55,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,0,21.625,1764
77703,499390726930915,March,WV,1132.9889,865.38,40,44,1,,45,1,1,1,3,"Native, Born In US",55,"Business, technical, and trade schools and training (6114, 6115)",2200,Government - Local,Yes,,Employed-At Work,1.0,0,21.6345,2025
77704,499390726930915,March,WV,1030.3367,817.3,40,44,1,,44,2,1,1,3,"Native, Born In US",55,"Business, technical, and trade schools and training (6114, 6115)",2200,Government - Local,Yes,,Employed-At Work,1.0,1,20.432499999999997,1936
77764,80695140697795,March,WV,1088.0666,692.3,40,44,1,,42,2,2,1,4,"Native, Born In US",55,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,17.307499999999997,1764
77791,499630915120955,March,WV,1260.3528,1288.0,50,44,1,,64,2,3,0,0,"Native, Born In US",55,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.76,4096
77935,745344065908362,March,WV,1304.6881,1384.0,40,44,1,,56,2,1,0,0,"Native, Born In US",55,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,34.6,3136
77973,150509921362289,March,WI,2489.0614,472.22,20,44,1,,31,1,7,0,0,"Foreign Born, Not a US Citizen",WI,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,23.611,961
77977,219596219500823,March,WI,2489.0614,740.0,40,44,1,,31,1,6,0,0,"Native, Born In US",WI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,18.5,961
78001,599180724140955,March,WI,1965.6267,960.0,32,44,1,,46,1,7,0,0,"Native, Born In US",WI,Hospitals (622),2340,"Private, For Profit",Yes,,Employed-At Work,1.0,0,30.0,2116
78075,305908055592795,March,WI,2343.5471,1700.0,50,44,1,,43,2,6,0,0,"Native, Born In US",WI,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-Absent,1.0,1,34.0,1849
78124,615590919500503,March,WI,1931.5903,2403.84,45,46,1,,55,2,1,0,0,"Native, Born In US",WI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,53.41866666666667,3025
78219,510955094951939,March,WI,2082.8521,2637.0,46,44,1,,59,1,1,0,0,"Native, Born In US",WI,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,57.32608695652174,3481
78282,953508700500107,March,WI,1964.3188,821.03,50,44,1,,60,2,1,0,0,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,16.4206,3600
78300,3165150696194,March,WI,2277.9495,1153.84,55,44,1,,37,2,1,3,3,"Native, Born In US",WI,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,20.978909090909088,1369
78572,665938071001413,March,WY,310.9022,1057.69,45,44,1,,47,2,1,3,10,"Native, Born In US",83,Elementary and secondary schools (6111),2330,Government - Local,No,Yes,Employed-At Work,1.0,1,23.504222222222225,2209
78618,699790735590755,March,WY,273.0989,1275.63,40,44,1,,46,1,1,0,0,"Native, Born In US",83,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,31.890750000000004,2116
78619,699790735590755,March,WY,310.9022,1915.76,40,46,1,,46,2,1,0,0,"Native, Born In US",83,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,47.894,2116
78800,996679810459501,March,WY,328.5077,1084.61,20,44,1,,55,2,1,0,0,"Native, Born In US",83,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,54.23049999999999,3025
78860,25960210019008,April,AL,3350.5808,1250.0,40,44,1,,38,2,6,1,2,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,31.25,1444
79052,600100077727914,April,AL,4023.1311,865.38,50,44,1,,44,2,1,4,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,17.3076,1936
79061,601100077727914,April,AL,3288.9122,865.38,45,44,2,,37,2,7,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,19.230666666666668,1369
79084,60928066606769,April,AK,586.25,1153.84,40,44,1,,36,2,1,2,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.845999999999997,1296
79093,80480220693596,April,AK,467.9537,1153.84,37,44,1,,54,1,1,1,2,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,0,31.184864864864863,2916
79166,6410220966490,April,AK,428.7385,1153.0,60,45,1,,59,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,19.216666666666665,3481
79233,289090750810960,April,AK,667.8488,2000.0,40,46,4,,33,1,5,0,0,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,50.0,1089
79388,140603076902694,April,AZ,3748.4845,788.46,45,44,1,,39,2,5,1,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,17.521333333333335,1521
79477,764090779400955,April,AZ,3678.1268,846.15,40,44,1,,52,2,1,1,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,21.15375,2704
79507,25290240019505,April,AZ,3685.8879,480.76,40,44,4,,24,2,7,0,0,"Foreign Born, Not a US Citizen",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.019,576
79732,568096299500924,April,AR,2306.4151,865.0,40,44,1,,41,2,1,2,3,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,21.625,1681
